Date,Price,Open,High,Low,Vol.,Change
07/13/2010,1213.5,1197.7,1218.8,1196.5,110.46K,1.23%
07/12/2010,1198.7,1212.3,1213.5,1196.1,96.04K,-0.92%
07/09/2010,1209.8,1198.5,1214.1,1194.6,110.47K,1.15%
07/08/2010,1196.1,1202.9,1208.2,1187.3,123.08K,-0.23%
07/07/2010,1198.9,1194,1204.4,1185,126.92K,0.32%
07/05/2010,1195.1,1212.2,1215.1,1189.5,148.11K,-1.04%
07/02/2010,1207.7,1199,1214,1198.8,119.62K,0.08%
07/01/2010,1206.7,1243,1244.8,1196,257.84K,-3.15%
06/30/2010,1245.9,1241.6,1248.8,1235.1,110.72K,0.28%
06/29/2010,1242.4,1239,1246,1227.6,148.82K,0.31%
06/28/2010,1238.6,1255.8,1263.7,1235.9,146.27K,-1.40%
06/25/2010,1256.2,1244.5,1259.5,1241.6,91.01K,0.83%
06/24/2010,1245.9,1237.6,1249.5,1228,130.03K,0.90%
06/23/2010,1234.8,1240.6,1247.4,1225.2,138.83K,-0.48%
06/22/2010,1240.8,1233.3,1244,1233,122.71K,0.01%
06/21/2010,1240.7,1261.2,1266.5,1231.6,154.61K,-1.40%
06/18/2010,1258.3,1247.6,1263.7,1243.1,115.42K,0.77%
06/17/2010,1248.7,1231.6,1252.8,1231,140.09K,1.48%
06/16/2010,1230.5,1236.1,1239.5,1228.3,83.67K,-0.32%
06/15/2010,1234.4,1223,1238.5,1221.1,104.40K,0.81%
06/14/2010,1224.5,1229.3,1235.9,1217.5,97.23K,-0.46%
06/11/2010,1230.2,1218.8,1232.4,1218.1,80.17K,0.65%
06/10/2010,1222.2,1234.4,1236,1216.2,118.69K,-0.63%
06/09/2010,1229.9,1237.1,1242.6,1223.1,125.49K,-1.26%
06/08/2010,1245.6,1242.6,1254.5,1235,143.92K,0.39%
06/07/2010,1240.8,1221.1,1246.7,1212.1,154.99K,1.90%
06/04/2010,1217.7,1208.5,1222,1198.1,139.93K,0.64%
06/03/2010,1210,1225.2,1226.5,1202.4,115.43K,-1.03%
06/02/2010,1222.6,1227.7,1228.9,1215,90.25K,-0.35%
05/31/2010,1226.9,1216.7,1230.6,1211.6,107.41K,0.98%
05/28/2010,1215,1213.4,1217.3,1203.8,96.00K,0.05%
05/27/2010,1214.4,1213.5,1220.6,1207.4,138.27K,0.08%
05/26/2010,1213.4,1203.8,1216.9,1201,237.50K,1.29%
05/25/2010,1198,1192.4,1204.5,1185.2,218.49K,0.34%
05/24/2010,1194,1178.1,1197.3,1176.8,181.60K,1.52%
05/21/2010,1176.1,1183,1188,1166,164.81K,-1.05%
05/20/2010,1188.6,1191,1198.2,1175,217.74K,-0.38%
05/19/2010,1193.1,1223.8,1228.2,1186.6,225.81K,-1.77%
05/18/2010,1214.6,1223.9,1229.6,1206.6,185.97K,-1.10%
05/17/2010,1228.1,1232,1242.8,1219.1,166.75K,0.02%
05/14/2010,1227.8,1233.3,1249.7,1217.6,242.40K,-0.11%
05/13/2010,1229.2,1238.3,1243.7,1227.5,163.43K,-1.12%
05/12/2010,1243.1,1232,1249.2,1227.2,205.85K,1.87%
05/11/2010,1220.3,1201.8,1235.2,1201.5,206.84K,1.62%
05/10/2010,1200.8,1207,1207,1184.4,176.64K,-0.79%
05/07/2010,1210.4,1208.4,1214.9,1193,255.30K,1.09%
05/06/2010,1197.3,1176,1211.9,1173,271.24K,1.90%
05/05/2010,1175,1171.2,1177.7,1156.2,180.54K,0.50%
05/04/2010,1169.2,1182.9,1192.8,1166.9,190.15K,-1.19%
05/03/2010,1183.3,1181,1188.4,1177.1,87.37K,0.22%
04/30/2010,1180.7,1168,1182.5,1167.8,120.95K,1.02%
04/29/2010,1168.8,1165.4,1171.8,1162.2,109.66K,-0.26%
04/28/2010,1171.8,1168.7,1175.3,1161,167.71K,0.83%
04/27/2010,1162.2,1154.2,1173.4,1146.6,182.68K,0.71%
04/26/2010,1154,1158.5,1160.7,1151.1,88.29K,0.03%
04/23/2010,1153.7,1141.8,1158.5,1135.2,144.45K,0.94%
04/22/2010,1142.9,1147,1149.8,1132,138.49K,-0.51%
04/21/2010,1148.8,1140.1,1151.2,1138.1,112.32K,0.84%
04/20/2010,1139.2,1136.6,1146.8,1134,120.35K,0.30%
04/19/2010,1135.8,1137,1138.5,1124.3,124.33K,-0.10%
04/16/2010,1136.9,1159.4,1161.2,1130,202.67K,-2.02%
04/15/2010,1160.3,1155.8,1162.3,1150.7,99.31K,0.06%
04/14/2010,1159.6,1152,1162.8,1151,123.13K,0.54%
04/13/2010,1153.4,1156.2,1158.1,1145.4,133.64K,-0.76%
04/12/2010,1162.2,1166.3,1170.7,1154.8,122.40K,0.03%
04/09/2010,1161.9,1151.8,1165.8,1150.4,134.64K,0.78%
04/08/2010,1152.9,1150.2,1154.7,1144.4,119.68K,-0.01%
04/07/2010,1153,1135.2,1154.2,1133.3,163.44K,1.50%
04/06/2010,1136,1131.9,1139.6,1123.5,126.66K,0.19%
04/05/2010,1133.8,1122,1134.3,1120.8,75.64K,0.68%
04/01/2010,1126.1,1114.6,1129.1,1112.3,118.74K,1.04%
03/31/2010,1114.5,1105.1,1119.9,1103.1,108.48K,0.80%
03/30/2010,1105.7,1110.6,1114.2,1102.4,109.92K,-0.41%
03/29/2010,1110.3,1110.4,1114.7,1103.1,158.73K,0.54%
03/26/2010,1104.3,1091.6,1109.8,1088.5,177.74K,1.04%
03/25/2010,1092.9,1087.4,1095.6,1085.5,159.34K,0.38%
03/24/2010,1088.8,1102.2,1106,1084.8,178.06K,-1.35%
03/23/2010,1103.7,1102.5,1108,1094,146.15K,0.38%
03/22/2010,1099.5,1108,1108.6,1092.1,159.06K,-0.73%
03/19/2010,1107.6,1125.8,1127.5,1101,176.49K,-1.76%
03/18/2010,1127.5,1124.5,1129.5,1118.2,123.99K,0.29%
03/17/2010,1124.2,1126.3,1133.9,1118.2,130.32K,0.15%
03/16/2010,1122.5,1108.3,1129.3,1108.1,141.80K,1.55%
03/15/2010,1105.4,1101.7,1110.5,1101,130.83K,0.34%
03/12/2010,1101.7,1110,1119.5,1097.3,159.86K,-0.59%
03/11/2010,1108.2,1108.9,1111.7,1100.5,136.65K,0.01%
03/10/2010,1108.1,1121.5,1128.3,1103.1,201.37K,-1.27%
03/09/2010,1122.3,1123.8,1125.1,1108.2,153.99K,-0.15%
03/08/2010,1124,1136,1138,1118.5,140.54K,-0.99%
03/05/2010,1135.2,1132.9,1141.2,1127.5,150.03K,0.19%
03/04/2010,1133.1,1139.8,1142.3,1125.9,154.14K,-0.89%
03/03/2010,1143.3,1134.5,1145.8,1132.8,159.13K,0.52%
03/02/2010,1137.4,1118,1138.3,1115,193.28K,1.71%
03/01/2010,1118.3,1119,1123.9,1112.1,124.68K,-0.05%
02/26/2010,1118.9,1108,1119.5,1104.6,129.61K,0.94%
02/25/2010,1108.5,1096.2,1110,1088.5,206.76K,1.03%
02/24/2010,1097.2,1103.5,1108.8,1090.2,176.13K,-0.54%
02/23/2010,1103.2,1114.1,1121.7,1099.6,161.29K,-0.89%
02/22/2010,1113.1,1122.1,1131.5,1110,137.55K,-0.80%
02/19/2010,1122.1,1108.4,1127.4,1099.3,170.95K,0.30%
02/18/2010,1118.7,1108.3,1124.8,1098.1,188.71K,-0.12%
02/17/2010,1120.1,1119.8,1128.7,1105.5,172.89K,0.03%
02/15/2010,1119.8,1093.7,1121.9,1092,179.06K,2.73%
02/12/2010,1090,1094.6,1097.7,1078.1,153.31K,-0.43%
02/11/2010,1094.7,1073.8,1098.4,1072.9,188.05K,1.71%
02/10/2010,1076.3,1078.6,1083,1063.1,163.92K,-0.08%
02/09/2010,1077.2,1062.4,1083.8,1062.1,184.39K,1.03%
02/08/2010,1066.2,1068.3,1074.3,1061.8,142.16K,1.27%
02/05/2010,1052.8,1065.7,1069.4,1044.5,253.58K,-0.96%
02/04/2010,1063,1110.1,1112,1059,280.75K,-4.41%
02/03/2010,1112,1115.8,1126.4,1107.5,158.61K,-0.54%
02/02/2010,1118,1107.3,1119.9,1099.5,154.49K,1.18%
02/01/2010,1105,1081.9,1108.8,1077.2,162.34K,1.96%
01/29/2010,1083.8,1087,1091.4,1075,182.59K,-0.09%
01/28/2010,1084.8,1087,1096.9,1074.4,211.38K,0.03%
01/27/2010,1084.5,1097.4,1102.1,1083,206.69K,-1.26%
01/26/2010,1098.3,1097.9,1103.2,1085.2,230.15K,0.24%
01/25/2010,1095.7,1093.5,1104,1092.2,155.36K,0.55%
01/22/2010,1089.7,1095.4,1098.9,1081.9,214.20K,-1.22%
01/21/2010,1103.2,1112.4,1117.4,1088,271.81K,-0.84%
01/20/2010,1112.6,1138.5,1141.7,1106.8,232.58K,-2.40%
01/18/2010,1140,1130.7,1140.7,1127.5,188.03K,0.84%
01/15/2010,1130.5,1142,1146,1126.5,144.70K,-1.09%
01/14/2010,1143,1137.9,1146.7,1130.7,165.71K,0.55%
01/13/2010,1136.8,1129,1138.9,1118.5,217.63K,0.66%
01/12/2010,1129.4,1152,1158.3,1124.3,233.12K,-1.91%
01/11/2010,1151.4,1139,1163,1139,173.77K,1.10%
01/08/2010,1138.9,1131.5,1140,1119.5,212.62K,0.46%
01/07/2010,1133.7,1139,1139.5,1128.7,121.15K,-0.25%
01/06/2010,1136.5,1118.5,1141,1116.8,176.90K,1.59%
01/05/2010,1118.7,1122,1129.6,1115.5,156.41K,0.04%
01/04/2010,1118.3,1099,1124.6,1093.8,155.48K,2.02%
12/31/2009,1096.2,1094.1,1107.6,1093.1,64.59K,0.34%
12/30/2009,1092.5,1098.5,1098.7,1086.6,91.65K,-0.51%
12/29/2009,1098.1,1108.9,1109.2,1097.1,97.22K,-0.88%
12/28/2009,1107.9,1108,1114.5,1102.1,73.19K,0.28%
12/24/2009,1104.8,1088.6,1106.9,1088.3,56.91K,0.99%
12/23/2009,1094,1085.1,1096.8,1080.1,99.75K,0.67%
12/22/2009,1086.7,1092.7,1098.2,1075.2,182.49K,-0.85%
12/21/2009,1096,1111.9,1120.8,1090.8,137.63K,-1.39%
12/18/2009,1111.5,1099,1118.1,1097.4,171.60K,0.37%
12/17/2009,1107.4,1138.7,1142.9,1095.7,236.02K,-2.53%
12/16/2009,1136.2,1125.7,1142.5,1122.4,159.46K,1.18%
12/15/2009,1123,1128.2,1130,1112,154.05K,-0.07%
12/14/2009,1123.8,1114.6,1128.9,1111.7,133.52K,0.35%
12/11/2009,1119.9,1133.3,1143.4,1110.2,215.76K,-0.56%
12/10/2009,1126.2,1130.1,1137.7,1121.8,164.03K,0.47%
12/09/2009,1120.9,1129.5,1148.4,1117,263.93K,-1.97%
12/08/2009,1143.4,1159.8,1170.2,1125.3,239.29K,-1.77%
12/07/2009,1164,1160.3,1166.2,1136.1,276.34K,-0.47%
12/04/2009,1169.5,1208.7,1213.9,1147.4,366.08K,-4.01%
12/03/2009,1218.3,1216.5,1227.5,1205.2,222.90K,0.44%
12/02/2009,1213,1197,1218.4,1196.5,191.90K,1.07%
12/01/2009,1200.2,1181.4,1204,1176.4,173.62K,1.51%
11/30/2009,1182.3,1182,1185,1165,174.37K,0.58%
11/26/2009,1175.5,1194.6,1196.8,1135.8,275.93K,-0.97%
11/25/2009,1187,1169.6,1192.8,1166.8,205.51K,1.82%
11/24/2009,1165.8,1164.4,1171.7,1157.7,254.52K,0.09%
11/23/2009,1164.7,1152,1174,1151.6,227.82K,1.56%
11/20/2009,1146.8,1145,1151.5,1132.5,173.74K,0.43%
11/19/2009,1141.9,1144,1146.5,1130,194.98K,0.06%
11/18/2009,1141.2,1140.9,1153.4,1136,180.28K,0.16%
11/17/2009,1139.4,1140.1,1142,1127.8,143.71K,0.02%
11/16/2009,1139.2,1119.6,1144.2,1119.5,188.59K,2.01%
11/13/2009,1116.7,1103.3,1119.7,1101.2,149.13K,0.91%
11/12/2009,1106.6,1117.2,1123.4,1102.7,168.53K,-0.72%
11/11/2009,1114.6,1106,1119.1,1105.6,153.62K,1.10%
11/10/2009,1102.5,1103.7,1109.7,1097.2,146.66K,0.10%
11/09/2009,1101.4,1098,1111.7,1096,137.53K,0.52%
11/06/2009,1095.7,1090.6,1101.9,1086.5,159.85K,0.59%
11/05/2009,1089.3,1094.1,1095.2,1084.3,111.07K,0.18%
11/04/2009,1087.3,1085.6,1098.5,1080.5,190.85K,0.22%
11/03/2009,1084.9,1060.4,1088.5,1055.5,208.68K,2.93%
11/02/2009,1054,1043.4,1063.4,1042.2,132.63K,1.31%
10/30/2009,1040.4,1047.1,1049.2,1035.4,129.46K,-0.64%
10/29/2009,1047.1,1027.7,1048.4,1026.9,130.08K,1.61%
10/28/2009,1030.5,1040,1042.6,1026.9,152.92K,-0.47%
10/27/2009,1035.4,1038.5,1044.3,1032.9,153.19K,-0.71%
10/26/2009,1042.8,1055.5,1060.8,1038.1,162.32K,-1.29%
10/23/2009,1056.4,1061.1,1068.8,1050.4,153.87K,-0.21%
10/22/2009,1058.6,1059.5,1062.7,1052,110.65K,-0.55%
10/21/2009,1064.5,1050,1065.7,1048.1,140.36K,0.56%
10/20/2009,1058.6,1065,1069,1052.6,122.57K,0.05%
10/19/2009,1058.1,1053.5,1065.8,1048.6,94.79K,0.63%
10/16/2009,1051.5,1051,1057.9,1043.7,121.67K,0.09%
10/15/2009,1050.6,1063.3,1066.8,1046.2,151.36K,-1.32%
10/14/2009,1064.7,1065.3,1072,1056.5,134.28K,-0.03%
10/13/2009,1065,1055,1069.7,1052.2,141.18K,0.71%
10/12/2009,1057.5,1050,1060.5,1048,74.33K,0.85%
10/09/2009,1048.6,1055.9,1056.7,1044.7,122.70K,-0.73%
10/08/2009,1056.3,1045.7,1062.7,1043.8,204.45K,1.14%
10/07/2009,1044.4,1042.7,1049.7,1037.8,140.68K,0.45%
10/06/2009,1039.7,1017.8,1045,1016.6,223.54K,2.15%
10/05/2009,1017.8,1004,1018.9,1001.6,103.25K,1.34%
10/02/2009,1004.3,999,1008.8,987,141.25K,0.36%
10/01/2009,1000.7,1008.3,1011.1,998.6,113.35K,-0.85%
09/30/2009,1009.3,994,1010.8,992.7,142.14K,1.50%
09/29/2009,994.4,992.6,997.2,986.1,105.19K,0.03%
09/28/2009,994.1,993.1,998,986.7,88.77K,0.25%
09/25/2009,991.6,992.8,1000.5,985.5,129.03K,-0.73%
09/24/2009,998.9,1008.7,1021,991.3,182.50K,-1.53%
09/23/2009,1014.4,1016.1,1020.4,1007.2,114.89K,-0.11%
09/22/2009,1015.5,1005,1021.5,1004.2,96.17K,1.05%
09/21/2009,1004.9,1006.8,1008.3,996.3,102.95K,-0.53%
09/18/2009,1010.3,1014.5,1019.5,1007.4,102.95K,-0.32%
09/17/2009,1013.5,1018.3,1025.8,1010.6,118.14K,-0.66%
09/16/2009,1020.2,1009,1023.3,1007.9,124.44K,1.38%
09/15/2009,1006.3,1000.9,1011.5,993,114.63K,0.52%
09/14/2009,1001.1,1007.7,1010.8,994.4,93.92K,-0.53%
09/11/2009,1006.4,998.5,1013.7,996.3,133.41K,0.96%
09/10/2009,996.8,993.5,1000.5,983.2,129.18K,-0.03%
09/09/2009,997.1,998.8,1005,988.8,126.49K,-0.27%
09/07/2009,999.8,996.9,1009.7,992.6,165.00K,0.31%
09/04/2009,996.7,994.3,998.4,987,117.55K,-0.10%
09/03/2009,997.7,979.4,999.5,976.1,163.80K,1.96%
09/02/2009,978.5,958.1,982.4,952.5,155.93K,2.30%
09/01/2009,956.5,952,958.7,947.5,93.24K,0.31%
08/31/2009,953.5,957.4,962.1,944.3,73.13K,-0.55%
08/28/2009,958.8,949.5,964.6,949.5,87.23K,1.21%
08/27/2009,947.3,946.9,952.3,942.6,60.46K,0.16%
08/26/2009,945.8,946.2,951.7,941.2,68.60K,-0.02%
08/25/2009,946,943.8,956.3,943.1,76.99K,0.24%
08/24/2009,943.7,954.8,958.5,935.7,74.59K,-1.15%
08/21/2009,954.7,941.9,959.9,939.2,85.72K,1.38%
08/20/2009,941.7,944.2,947.3,938.5,52.32K,-0.33%
08/19/2009,944.8,940.2,946.8,933.3,80.90K,0.60%
08/18/2009,939.2,935,941.6,935,52.98K,0.36%
08/17/2009,935.8,949.2,950.4,931.3,93.51K,-1.36%
08/14/2009,948.7,956.7,961.4,943.7,78.11K,-0.82%
08/13/2009,956.5,950,963.1,949.8,70.23K,0.42%
08/12/2009,952.5,948.6,954.4,942.1,64.43K,0.52%
08/11/2009,947.6,948.4,951.9,943.6,50.68K,0.07%
08/10/2009,946.9,956.6,959.3,944.2,78.34K,-1.31%
08/07/2009,959.5,965.2,968,955.5,87.11K,-0.35%
08/06/2009,962.9,965,974.3,958.2,108.95K,-0.35%
08/05/2009,966.3,970.3,970.8,961.1,80.72K,-0.35%
08/04/2009,969.7,960,972.7,953.1,94.66K,1.14%
08/03/2009,958.8,954.5,966.9,954.3,95.46K,0.31%
07/31/2009,955.8,937.1,960,933.8,98.49K,1.97%
07/30/2009,937.3,931.9,939.4,930.9,62.13K,1.09%
07/29/2009,927.2,937.8,940.9,925.2,129.09K,-1.27%
07/28/2009,939.1,953.6,956.8,933.8,169.54K,-1.51%
07/27/2009,953.5,951.4,960,947.8,101.95K,0.04%
07/24/2009,953.1,948,954.4,946.6,70.92K,-0.18%
07/23/2009,954.8,952.7,957.5,947.2,124.92K,0.16%
07/22/2009,953.3,948.9,955,944.6,89.85K,0.68%
07/21/2009,946.9,949.8,953.8,944.3,79.09K,-0.20%
07/20/2009,948.8,938.5,955.4,937,102.85K,1.21%
07/17/2009,937.5,937.8,939.8,931.6,62.04K,0.22%
07/16/2009,935.4,939.3,940.5,932.6,60.37K,-0.43%
07/15/2009,939.4,925.4,942.3,924.5,122.62K,1.80%
07/14/2009,922.8,921.2,927.8,917.8,82.44K,0.03%
07/13/2009,922.5,912.3,923.4,907.4,100.04K,1.10%
07/10/2009,912.5,912.1,915.2,906.6,72.83K,-0.40%
07/09/2009,916.2,909.3,918.9,906.2,91.68K,0.76%
07/08/2009,909.3,917.7,925.9,904.8,131.01K,-2.13%
07/07/2009,929.1,924.6,932.4,921,78.42K,0.52%
07/03/2009,924.3,932,932.4,920.3,79.79K,-0.72%
07/02/2009,931,940.9,942.1,926.6,101.81K,-1.09%
07/01/2009,941.3,926.1,947,926.1,97.42K,1.50%
06/30/2009,927.4,938.1,945.4,922.7,102.29K,-1.41%
06/29/2009,940.7,940.7,943.2,933.6,57.11K,-0.03%
06/26/2009,941,940.1,949,936.6,73.58K,0.16%
06/25/2009,939.5,932,940.4,930.3,76.94K,0.55%
06/24/2009,934.4,926.4,944.4,922.8,116.25K,1.09%
06/23/2009,924.3,922.5,927.4,913.2,91.90K,0.36%
06/22/2009,921,935.1,935.6,918.3,96.76K,-1.62%
06/19/2009,936.2,934,939.7,931.5,57.56K,0.17%
06/18/2009,934.6,940,944,930.5,78.32K,-0.15%
06/17/2009,936,935.4,941.1,928.4,87.65K,0.41%
06/16/2009,932.2,928.8,940.6,927.7,76.59K,0.51%
06/15/2009,927.5,940.3,940.3,926.5,91.53K,-1.40%
06/12/2009,940.7,956.3,959.2,936.2,103.11K,-2.21%
06/11/2009,962,955.6,963.2,942.5,111.28K,0.76%
06/10/2009,954.7,955.8,966.7,947.5,107.07K,0.00%
06/09/2009,954.7,951.8,964.5,948.3,88.84K,0.23%
06/08/2009,952.5,956.3,961.1,943.8,95.71K,-1.05%
06/05/2009,962.6,981.4,985,953.8,150.85K,-2.01%
06/04/2009,982.3,966,983.4,962,115.37K,1.73%
06/03/2009,965.6,983.2,992.1,961.5,127.90K,-1.91%
06/02/2009,984.4,976.9,988.3,970.5,88.68K,0.45%
06/01/2009,980,981,990.2,974.1,94.73K,-0.03%
05/29/2009,980.3,960.8,982,960.4,102.47K,1.78%
05/28/2009,963.2,950.2,966.7,945.8,121.23K,1.04%
05/27/2009,953.3,953.3,959.6,946.2,151.33K,0.00%
05/25/2009,953.3,957.6,960.1,936.6,166.71K,-0.58%
05/22/2009,958.9,955.1,963.1,950.1,117.82K,0.81%
05/21/2009,951.2,938.5,957,935.8,130.92K,1.47%
05/20/2009,937.4,925.6,941,925.3,128.00K,1.15%
05/19/2009,926.7,918.2,929.9,917.6,87.16K,0.54%
05/18/2009,921.7,930.5,934.1,915.2,97.05K,-1.03%
05/15/2009,931.3,926.9,934.8,924.1,88.90K,0.31%
05/14/2009,928.4,927,929.4,920.5,76.20K,0.27%
05/13/2009,925.9,923.3,931.4,917.8,116.79K,0.22%
05/12/2009,923.9,913.9,924.9,912.4,88.79K,1.14%
05/11/2009,913.5,917,918.4,908.8,57.35K,-0.15%
05/08/2009,914.9,911.7,921,905.5,86.34K,-0.07%
05/07/2009,915.5,912.5,926.5,908.9,124.79K,0.49%
05/06/2009,911,897.3,913.5,895.4,85.61K,0.74%
05/05/2009,904.3,903.4,916.7,893.2,88.10K,0.23%
05/04/2009,902.2,887.5,908.3,885.6,83.81K,1.58%
05/01/2009,888.2,888.9,890.8,880.5,46.71K,-0.34%
04/30/2009,891.2,898.6,900.8,880.1,81.60K,-1.03%
04/29/2009,900.5,894,904,888.3,69.35K,0.77%
04/28/2009,893.6,907.2,907.7,884.6,81.05K,-1.61%
04/27/2009,908.2,915,919.7,905.8,59.47K,-0.65%
04/24/2009,914.1,905.5,915.4,904.2,74.41K,0.83%
04/23/2009,906.6,891.3,910.4,890.5,90.67K,1.58%
04/22/2009,892.5,884.8,894.8,882.8,59.58K,1.11%
04/21/2009,882.7,886.5,896.4,879.5,73.22K,-0.54%
04/20/2009,887.5,870.2,889.7,865.6,75.86K,2.26%
04/17/2009,867.9,876.9,877.9,865.6,75.75K,-1.35%
04/16/2009,879.8,893,895,873,80.70K,-1.53%
04/15/2009,893.5,891.2,902.1,886.2,56.03K,0.17%
04/14/2009,892,894.2,899.7,887.1,57.46K,-0.42%
04/13/2009,895.8,882.9,901.2,882.9,47.87K,1.42%
04/09/2009,883.3,882.6,887.8,876,53.69K,-0.29%
04/08/2009,885.9,884.6,891.7,879.2,79.89K,0.29%
04/07/2009,883.3,870.1,886.9,870.1,68.27K,1.20%
04/06/2009,872.8,898,899.5,865,123.65K,-2.73%
04/03/2009,897.3,905,911.8,892.5,100.97K,-1.28%
04/02/2009,908.9,929.1,931.8,896.1,154.08K,-2.03%
04/01/2009,927.7,920,935.8,918.6,84.43K,0.29%
03/31/2009,925,919.3,926.9,913.6,93.01K,0.80%
03/30/2009,917.7,926,934.7,910.4,114.01K,-0.60%
03/27/2009,923.2,934.4,936.7,919,106.87K,-1.79%
03/26/2009,940,934.9,946.6,932,122.92K,0.45%
03/25/2009,935.8,927.6,942,916,162.94K,1.30%
03/24/2009,923.8,938.4,944.6,916.9,154.38K,-3.01%
03/23/2009,952.5,950.5,958.1,936,104.40K,-0.39%
03/20/2009,956.2,959.2,967.8,946.7,108.94K,-0.27%
03/19/2009,958.8,941.6,963.5,926,181.06K,7.84%
03/18/2009,889.1,915.2,954,882.7,226.08K,-3.02%
03/17/2009,916.8,924.5,925.3,912.4,70.71K,-0.56%
03/16/2009,922,928.3,930.6,915.3,84.78K,-0.87%
03/13/2009,930.1,927.4,941.1,919.6,98.23K,0.66%
03/12/2009,924,906.7,931.6,906.3,123.79K,1.46%
03/11/2009,910.7,896.1,913.8,892.6,95.71K,1.65%
03/10/2009,895.9,922.9,923.2,891.1,138.51K,-2.41%
03/09/2009,918,941.2,942.8,911.1,108.00K,-2.62%
03/06/2009,942.7,934.2,945.5,930.6,107.51K,1.61%
03/05/2009,927.8,906.8,937.5,906.2,105.85K,2.33%
03/04/2009,906.7,916.5,923.7,900.4,102.12K,-0.76%
03/03/2009,913.6,928,933.5,905.7,130.26K,-2.81%
03/02/2009,940,940.3,959.5,921,124.35K,-0.27%
02/27/2009,942.5,947,964,927,148.53K,-0.01%
02/26/2009,942.6,953.6,957.6,932.2,133.18K,-2.44%
02/25/2009,966.2,962.5,979.7,945.2,140.32K,-0.34%
02/24/2009,969.5,992.1,997,960.2,156.17K,-2.56%
02/23/2009,995,994.3,999.6,976.2,111.09K,-0.72%
02/20/2009,1002.2,973.2,1007.7,971.5,163.17K,2.63%
02/19/2009,976.5,987,987.9,969.5,116.16K,-0.17%
02/18/2009,978.2,964.8,988.7,961.6,117.78K,1.11%
02/16/2009,967.5,942.8,975.4,937.3,137.89K,2.69%
02/13/2009,942.2,946.6,946.9,933,77.27K,-0.74%
02/12/2009,949.2,939.4,954,936.5,124.89K,0.50%
02/11/2009,944.5,937.4,949,912,172.83K,3.31%
02/10/2009,914.2,895.9,919.7,892,114.81K,2.40%
02/09/2009,892.8,913.4,913.4,891.9,81.74K,-2.35%
02/06/2009,914.3,915.2,921.9,905.4,77.40K,0.01%
02/05/2009,914.2,906.4,926.3,903.4,100.19K,1.33%
02/04/2009,902.2,901.1,910.9,896.2,75.62K,1.09%
02/03/2009,892.5,904.4,914.3,890.3,107.99K,-1.62%
02/02/2009,907.2,924.6,929,902.1,96.27K,-2.28%
01/30/2009,928.4,911,931.3,903.1,129.07K,2.42%
01/29/2009,906.5,890,911.3,875.7,126.38K,2.06%
01/28/2009,888.2,899.5,903.4,882,137.27K,-1.26%
01/27/2009,899.5,902.9,907.6,892.2,113.68K,-1.02%
01/26/2009,908.8,898.9,916.3,889,148.37K,1.45%
01/23/2009,895.8,857.2,903.8,852.1,197.17K,4.31%
01/22/2009,858.8,854,863.2,843.5,107.56K,1.02%
01/21/2009,850.1,857.3,864.6,843,123.21K,-0.60%
01/19/2009,855.2,844.1,866.6,823.6,169.40K,1.82%
01/16/2009,839.9,817.3,843.6,815.7,105.21K,4.04%
01/15/2009,807.3,810.3,822.1,801.5,134.94K,-0.19%
01/14/2009,808.8,821.8,829.9,806.6,117.22K,-1.45%
01/13/2009,820.7,821.5,831.4,814,98.87K,-0.04%
01/12/2009,821,856.1,857.5,815.1,132.31K,-3.98%
01/09/2009,855,857.8,869.3,845,106.50K,0.06%
01/08/2009,854.5,843.2,865.3,836.7,111.88K,1.52%
01/07/2009,841.7,864.2,867.8,836,119.84K,-2.81%
01/06/2009,866,843.5,871.4,838.8,101.20K,0.96%
01/05/2009,857.8,880.7,885.5,843.5,95.45K,-2.47%
01/02/2009,879.5,883,889.1,868.1,46.09K,-0.54%
12/31/2008,884.3,874.7,886,857.3,55.00K,1.64%
12/30/2008,870,882.6,885.9,864.7,54.34K,-0.61%
12/29/2008,875.3,873,892,873,73.96K,0.47%
12/26/2008,871.2,847.5,874,843.4,23.56K,2.74%
12/24/2008,848,840.5,849.6,835.4,20.52K,1.18%
12/23/2008,838.1,849,849.8,829.8,48.85K,-1.07%
12/22/2008,847.2,839.4,853,836.7,54.71K,1.17%
12/19/2008,837.4,853.6,854.9,830.1,73.52K,-2.70%
12/18/2008,860.6,866.1,879.6,848.8,116.59K,-0.91%
12/17/2008,868.5,860,883.6,847.2,149.54K,3.06%
12/16/2008,842.7,838.2,860.8,830.2,94.90K,0.74%
12/15/2008,836.5,825,843.7,821,93.68K,1.95%
12/12/2008,820.5,820,829.7,807.5,91.99K,-0.74%
12/11/2008,826.6,809.6,835.3,802.5,104.53K,2.20%
12/10/2008,808.8,776.7,813.9,774.2,112.53K,4.47%
12/09/2008,774.2,775.6,780.7,762.5,71.76K,0.64%
12/08/2008,769.3,755.2,782.8,754.1,79.72K,2.27%
12/05/2008,752.2,766.7,773.3,741.2,104.92K,-1.74%
12/04/2008,765.5,775,790,763,90.62K,-0.65%
12/03/2008,770.5,783.6,784,764.1,80.38K,-1.63%
12/02/2008,783.3,768.8,788.2,761.8,78.05K,0.84%
12/01/2008,776.8,819,820,768,100.42K,-5.15%
11/28/2008,819,812.3,822,810.6,41.00K,1.30%
11/26/2008,808.5,819.1,822,806.8,52.37K,-1.22%
11/25/2008,818.5,821.7,833.5,803,158.86K,-0.12%
