Date,Price,Open,High,Low,Vol.,Change
06/26/2020,1773.3,1768.2,1778.5,1748.4,0.64K,0.58%
06/25/2020,1763.1,1760.7,1771.7,1760.4,0.48K,-0.28%
06/24/2020,1768.1,1777.3,1786.3,1765,1.71K,-0.34%
06/23/2020,1774.1,1759.3,1777.6,1751.7,1.03K,0.89%
06/22/2020,1758.4,1755.5,1771,1747.4,1.91K,0.65%
06/19/2020,1747.1,1726.3,1753.5,1726.3,1.87K,1.22%
06/18/2020,1726,1730.7,1742.1,1717.6,0.26K,-0.25%
06/17/2020,1730.3,1730.6,1733.8,1714.4,0.36K,-0.07%
06/16/2020,1731.5,1729,1735.5,1718.9,0.37K,0.56%
06/15/2020,1721.8,1733.2,1736.2,1701,0.65K,-0.59%
06/12/2020,1732,1729.7,1746.9,1724.1,0.59K,-0.16%
06/11/2020,1734.7,1741.2,1749.4,1722.6,0.76K,1.12%
06/10/2020,1715.5,1715.1,1743.6,1709,1.15K,-0.09%
06/09/2020,1717,1699.2,1724.1,1694.4,0.62K,1.01%
06/08/2020,1699.9,1682,1702.6,1675.8,0.75K,1.27%
06/05/2020,1678.5,1715,1717.2,1669.1,1.10K,-2.51%
06/04/2020,1721.8,1699.6,1722.6,1695.5,1.10K,1.22%
06/03/2020,1701,1729.7,1729.8,1686.9,1.72K,-1.61%
06/02/2020,1728.9,1743.5,1750,1724.1,0.69K,-0.83%
06/01/2020,1743.3,1743,1752.7,1730.5,0.71K,0.02%
05/29/2020,1742.9,1724.9,1745,1718.6,1.19K,1.34%
05/28/2020,1719.8,1718.7,1734.5,1714,1.56K,0.53%
05/27/2020,1710.7,1703.1,1713.2,1684.2,137.42K,0.30%
05/26/2020,1705.6,1730.2,1737.2,1700,313.17K,0.00%
05/25/2020,1705.6,1734.8,1737.2,1700,313.17K,-1.72%
05/22/2020,1735.5,1726,1742,1722.5,196.82K,0.79%
05/21/2020,1721.9,1751.7,1751.7,1715.3,238.74K,-1.72%
05/20/2020,1752.1,1749.2,1757.6,1744,184.46K,0.37%
05/19/2020,1745.6,1734.8,1751.6,1727.2,185.26K,0.65%
05/18/2020,1734.4,1757.5,1775.8,1729.3,271.47K,-1.25%
05/15/2020,1756.3,1738.5,1761.2,1736.8,200.18K,0.88%
05/14/2020,1740.9,1723.1,1746.5,1716,212.91K,1.43%
05/13/2020,1716.4,1705,1726.5,1701.6,211.61K,0.56%
05/12/2020,1706.8,1700,1716.7,1693.5,198.07K,0.52%
05/11/2020,1698,1706,1713.8,1692.1,202.17K,-0.93%
05/08/2020,1713.9,1727.2,1735.5,1703.1,232.81K,-0.69%
05/07/2020,1725.8,1686,1733.2,1683.9,250.70K,2.21%
05/06/2020,1688.5,1714.1,1716.6,1683,203.37K,-1.29%
05/05/2020,1710.6,1711,1717.8,1695.4,184.73K,-0.16%
05/04/2020,1713.3,1711.2,1726,1700.3,148.73K,0.73%
05/01/2020,1700.9,1693.5,1714.4,1676,168.02K,0.40%
04/30/2020,1694.2,1729.6,1737,1687.5,234.53K,-1.12%
04/29/2020,1713.4,1724.8,1733.5,1708.2,159.60K,0.16%
04/28/2020,1710.6,1713.5,1720.7,1694.9,1.26K,-0.12%
04/27/2020,1712.6,1734.3,1734.3,1708.3,0.74K,-0.67%
04/24/2020,1724.2,1733.7,1746.6,1715,0.90K,-0.53%
04/23/2020,1733.4,1725.6,1750,1721.2,1.70K,0.35%
04/22/2020,1727.4,1698.6,1730.4,1690.1,1.65K,2.93%
04/21/2020,1678.3,1703.6,1709.9,1659.2,1.66K,-1.47%
04/20/2020,1703.4,1685,1710,1677.6,0.62K,0.75%
04/17/2020,1690.8,1722.9,1725.7,1683.5,1.83K,-1.85%
04/16/2020,1722.7,1732.2,1756.4,1718,1.02K,-0.40%
04/15/2020,1729.6,1746.6,1747.7,1722.4,1.08K,-1.68%
04/14/2020,1759.1,1752.7,1778.2,1737.7,1.16K,0.53%
04/13/2020,1749.8,1729.5,1760.6,1711.8,1.61K,0.57%
04/09/2020,1739.9,1669.2,1739.7,1666.5,1.88K,3.93%
04/08/2020,1674.1,1669.8,1685,1660.8,1.29K,0.09%
04/07/2020,1672.6,1694.8,1731.8,1662,2.14K,-0.68%
04/06/2020,1684,1639.7,1705.5,1628.1,1.47K,2.83%
04/03/2020,1637.6,1629.7,1642,1616.5,0.51K,0.42%
04/02/2020,1630.7,1599,1635.8,1590.5,0.44K,2.94%
04/01/2020,1584.1,1581.7,1605,1574.8,0.35K,-0.33%
03/31/2020,1589.3,1634.6,1634.6,1582.8,0.97K,-2.92%
03/30/2020,1637.1,1653.7,1667.4,1623.4,3.08K,0.74%
03/27/2020,1625,1640.4,1647.2,1611.4,100.64K,-1.59%
03/26/2020,1651.2,1642.5,1672.5,1611,215.97K,1.09%
03/25/2020,1633.4,1666.2,1699.3,1615.2,254.19K,-1.65%
03/24/2020,1660.8,1563.8,1698,1560.5,418.78K,5.95%
03/23/2020,1567.6,1505,1569.3,1484.6,362.07K,5.59%
03/20/2020,1484.6,1471.6,1519.4,1457.5,269.97K,0.36%
03/19/2020,1479.3,1487.2,1502.8,1460.1,325.29K,0.09%
03/18/2020,1477.9,1527.6,1547,1473.3,435.19K,-3.14%
03/17/2020,1525.8,1512.8,1554.3,1465.6,434.51K,2.64%
03/16/2020,1486.5,1563.8,1574.8,1450.9,565.98K,-1.99%
03/13/2020,1516.7,1582.7,1597.9,1504,551.05K,-4.63%
03/12/2020,1590.3,1633.1,1651,1560.4,605.72K,-3.17%
03/11/2020,1642.3,1649.3,1671.8,1632.4,404.35K,-1.08%
03/10/2020,1660.3,1679.6,1681.3,1641.1,385.48K,-0.92%
03/09/2020,1675.7,1692.6,1704.3,1658,504.16K,0.20%
03/06/2020,1672.4,1673.1,1692.8,1642.4,659.63K,0.26%
03/05/2020,1668,1638.2,1675.5,1635.6,363.00K,1.52%
03/04/2020,1643,1640.1,1654.3,1632.6,313.34K,-0.09%
03/03/2020,1644.4,1586,1650.5,1585.9,466.53K,3.11%
03/02/2020,1594.8,1592.8,1612.1,1576.3,443.53K,1.79%
02/28/2020,1566.7,1646.1,1651,1564,745.84K,-4.61%
02/27/2020,1642.5,1643,1662.5,1636.7,573.29K,0.13%
02/26/2020,1640.4,1636.4,1652.4,1624.4,1.99K,-0.40%
02/25/2020,1647,1662,1662.3,1625,2.65K,-1.58%
02/24/2020,1673.5,1651,1687.3,1651,2.81K,1.73%
02/21/2020,1645.1,1620.4,1648.1,1618.6,2.32K,1.71%
02/20/2020,1617.4,1610.9,1622.8,1603.8,2.79K,0.53%
02/19/2020,1608.8,1601.8,1612.9,1600,2.21K,0.49%
02/18/2020,1601,1581.2,1605.3,1579.2,2.68K,-0.16%
02/17/2020,1603.6,1585.1,1608.2,1581.8,414.24K,1.25%
02/14/2020,1583.8,1577.5,1585.3,1573.6,0.69K,0.48%
02/13/2020,1576.3,1566.8,1578.8,1566.6,1.30K,0.48%
02/12/2020,1568.8,1567.9,1570.3,1561.6,0.83K,0.10%
02/11/2020,1567.2,1573,1574.5,1562.6,0.86K,-0.60%
02/10/2020,1576.6,1573,1577.3,1569.1,0.46K,0.38%
02/07/2020,1570.6,1567.6,1574.6,1560.7,1.01K,0.22%
02/06/2020,1567.2,1556.8,1568.9,1553.5,1.48K,0.46%
02/05/2020,1560.1,1553.2,1563.2,1548.4,1.52K,0.48%
02/04/2020,1552.7,1579.5,1580.7,1550,1.88K,-1.70%
02/03/2020,1579.5,1594.6,1595.1,1570.5,1.60K,-0.34%
01/31/2020,1584.9,1575.6,1592.3,1572,2.47K,-0.10%
01/30/2020,1586.5,1578.7,1587.8,1574.2,4.08K,1.03%
01/29/2020,1570.4,1566.3,1577.7,1562,251.27K,0.04%
01/28/2020,1569.8,1580.6,1582.2,1564.6,378.01K,-0.48%
01/27/2020,1577.4,1580.5,1588.4,1575.3,398.06K,0.35%
01/24/2020,1571.9,1562.9,1575.5,1555.8,427.14K,0.42%
01/23/2020,1565.4,1558.9,1567.5,1551.3,361.03K,0.56%
01/22/2020,1556.7,1558.9,1559.8,1550,286.08K,-0.08%
01/21/2020,1557.9,1557.3,1568.8,1546,462.62K,0.00%
01/20/2020,1557.9,1557.3,1568.8,1546,462.62K,-0.15%
01/17/2020,1560.3,1553,1561.4,1549.3,264.93K,0.63%
01/16/2020,1550.5,1556.6,1558.2,1548,260.05K,-0.23%
01/15/2020,1554,1546.8,1558.8,1546.5,310.07K,0.61%
01/14/2020,1544.6,1548.6,1549.5,1536.4,340.91K,-0.39%
01/13/2020,1550.6,1563,1563.1,1547,311.73K,-0.61%
01/10/2020,1560.1,1553.4,1564.1,1546.7,344.34K,0.37%
01/09/2020,1554.3,1557.7,1562.4,1541,372.88K,-0.38%
01/08/2020,1560.2,1578.8,1613.3,1553.4,813.41K,-0.90%
01/07/2020,1574.3,1567.4,1579.2,1557,435.87K,0.35%
01/06/2020,1568.8,1562.7,1590.9,1562.3,558.97K,1.06%
01/03/2020,1552.4,1531.7,1556.6,1530.4,436.74K,1.59%
01/02/2020,1528.1,1521,1534,1519.7,270.55K,0.33%
12/31/2019,1523.1,1517.7,1529,1517.5,220.85K,0.30%
12/30/2019,1518.6,1515.9,1519.1,1513.5,178.72K,0.28%
12/27/2019,1514.3,1512,1515.6,1508.8,0.84K,0.24%
12/26/2019,1510.7,1498.7,1513.6,1498.2,1.01K,0.67%
12/24/2019,1500.6,1485,1500.8,1483.9,0.50K,1.10%
12/23/2019,1484.3,1477.8,1485.4,1477.5,3.42K,0.49%
12/20/2019,1477,1478.8,1480.4,1475.8,0.30K,-0.22%
12/19/2019,1480.2,1475.7,1481.2,1472.6,1.69K,0.37%
12/18/2019,1474.7,1476.7,1480,1470.5,0.78K,-0.16%
12/17/2019,1477,1477.6,1481.5,1475.9,2.75K,-0.06%
12/16/2019,1477.9,1477.1,1481.3,1475.4,0.46K,-0.05%
12/13/2019,1478.6,1469.5,1479.7,1463.3,0.82K,0.60%
12/12/2019,1469.8,1476.5,1488.9,1465.8,1.15K,-0.20%
12/11/2019,1472.7,1466.2,1481,1465,0.60K,0.46%
12/10/2019,1465.9,1463.9,1470.7,1462.4,0.64K,0.21%
12/09/2019,1462.8,1461.1,1467.3,1460.7,2.25K,0.02%
12/06/2019,1462.5,1478.2,1481.5,1461,0.68K,-1.20%
12/05/2019,1480.3,1477.6,1482.7,1475.9,0.64K,0.19%
12/04/2019,1477.5,1480.4,1487,1474,0.88K,-0.28%
12/03/2019,1481.6,1465.5,1484.7,1462.8,1.40K,1.04%
12/02/2019,1466.4,1467.3,1468.5,1457.4,1.40K,-0.24%
11/29/2019,1470,1459.3,1470.1,1456.9,1.63K,-0.18%
11/28/2019,1472.7,1461.2,1472.9,1459.1,272.34K,1.02%
11/27/2019,1457.9,1465.6,1465.6,1457,4.34K,-0.16%
11/26/2019,1460.3,1455.1,1462.9,1449.6,346.36K,0.23%
11/25/2019,1456.9,1461,1462,1453.9,298.71K,-0.46%
11/22/2019,1463.6,1464.3,1473.4,1461.2,320.50K,0.00%
11/21/2019,1463.6,1475.1,1475.9,1462.4,388.34K,-0.72%
11/20/2019,1474.2,1472.7,1479.2,1466.1,369.97K,-0.01%
11/19/2019,1474.3,1471.9,1475.8,1465.1,307.86K,0.16%
11/18/2019,1471.9,1467.8,1474.4,1456.6,331.24K,0.23%
11/15/2019,1468.5,1471.9,1472.1,1462.8,251.21K,-0.33%
11/14/2019,1473.4,1464,1475.5,1461.7,317.40K,0.69%
11/13/2019,1463.3,1456.5,1467.9,1456.4,352.33K,0.66%
11/12/2019,1453.7,1455.9,1461.3,1446.2,429.61K,-0.23%
11/11/2019,1457.1,1460,1467.4,1448.9,310.16K,-0.40%
11/08/2019,1462.9,1469,1473.9,1457,447.07K,-0.24%
11/07/2019,1466.4,1492.1,1493.6,1461.4,674.98K,-1.79%
11/06/2019,1493.1,1484.3,1495.9,1483.8,313.72K,0.63%
11/05/2019,1483.7,1511.6,1511.9,1480.7,593.62K,-1.81%
11/04/2019,1511.1,1516.4,1517.1,1506.5,260.20K,-0.02%
11/01/2019,1511.4,1515.1,1519,1505.4,380.99K,-0.22%
10/31/2019,1514.8,1498.8,1516.7,1496,390.01K,1.21%
10/30/2019,1496.7,1490.5,1499.3,1483.1,353.64K,0.63%
10/29/2019,1487.4,1491.5,1492.9,1482.7,0.43K,-0.34%
10/28/2019,1492.4,1503.6,1506.3,1489.1,0.36K,-0.62%
10/25/2019,1501.7,1502.1,1517,1499.7,0.44K,0.05%
10/24/2019,1501,1490.4,1502.4,1486.7,1.01K,0.62%
10/23/2019,1491.8,1487.3,1495.1,1486.7,0.57K,0.55%
10/22/2019,1483.6,1483.7,1488.2,1480,0.79K,-0.04%
10/21/2019,1484.2,1490.7,1494.7,1481.6,1.24K,-0.39%
10/18/2019,1490,1492.5,1492.9,1484.8,0.78K,-0.28%
10/17/2019,1494.2,1490.1,1496.1,1484.3,1.60K,0.27%
10/16/2019,1490.2,1480.5,1491.2,1477.1,0.54K,0.71%
10/15/2019,1479.7,1493.1,1498,1477.7,0.78K,-0.94%
10/14/2019,1493.8,1488,1496.8,1483.3,0.98K,0.61%
10/11/2019,1484.7,1495.8,1503.8,1474.7,1.43K,-0.82%
10/10/2019,1497,1512.5,1517.8,1492,0.97K,-0.79%
10/09/2019,1508.9,1509.5,1512.5,1501.5,0.29K,0.59%
10/08/2019,1500.1,1495,1511,1488.4,1.30K,-0.04%
10/07/2019,1500.7,1514.1,1515.1,1492,0.29K,-0.56%
10/04/2019,1509.2,1509,1516.5,1498.1,0.57K,-0.06%
10/03/2019,1510.1,1502.1,1521,1498.3,0.62K,0.40%
10/02/2019,1504.1,1482.9,1507,1477.7,0.80K,1.27%
10/01/2019,1485.2,1475,1489.3,1461.5,1.18K,1.09%
09/30/2019,1469.2,1497.6,1503.2,1467,1.54K,-2.23%
09/27/2019,1502.7,1508.3,1510.1,1489.8,1.03K,-0.34%
09/26/2019,1507.9,1503.7,1512,1500,8.18K,0.19%
09/25/2019,1505.1,1530.9,1534.9,1499.8,15.73K,-1.79%
09/24/2019,1532.6,1522.8,1535.6,1515.5,8.57K,0.56%
09/23/2019,1524,1515.2,1526.7,1511,7.98K,1.06%
09/20/2019,1508,1499.5,1517.4,1498.7,7.38K,0.57%
09/19/2019,1499.5,1494.4,1505.1,1489.8,4.86K,-0.64%
09/18/2019,1509.1,1502.6,1512.2,1484,8.29K,0.15%
09/17/2019,1506.9,1499.4,1508.4,1494.6,10.85K,0.14%
09/16/2019,1504.8,1500.3,1512.8,1496.9,5.61K,0.80%
09/13/2019,1492.9,1499.8,1509.8,1486.7,6.27K,-0.53%
09/12/2019,1500.8,1499.1,1525.4,1490.5,6.91K,0.28%
09/11/2019,1496.6,1486.8,1499.6,1486.8,4.59K,0.26%
09/10/2019,1492.7,1500.2,1502.5,1485.7,6.18K,-0.78%
09/09/2019,1504.5,1509.2,1517.1,1499.1,7.33K,-0.30%
09/06/2019,1509,1520.6,1529.6,1504.5,12.64K,-0.66%
09/05/2019,1519,1555,1555.5,1508.2,13.90K,-2.25%
09/04/2019,1554,1549.8,1559.8,1536.5,8.15K,0.28%
09/03/2019,1549.6,1526,1552.5,1521.7,8.48K,-0.40%
09/02/2019,1555.9,1535.2,1558.9,1528,554.83K,2.16%
08/30/2019,1523,1530.6,1535.7,1519.3,6.28K,-0.49%
08/29/2019,1530.5,1542.2,1553.4,1522.3,16.57K,-0.54%
08/28/2019,1538.8,1540.9,1546,1531.7,2.76K,-0.17%
08/27/2019,1541.4,1526.9,1543.9,1526,1.89K,0.93%
08/26/2019,1527.2,1535.4,1555,1525.4,2.35K,-0.05%
08/23/2019,1527.9,1498.2,1530.2,1493.4,2.73K,1.95%
08/22/2019,1498.7,1502.5,1504.5,1492.6,2.13K,-0.49%
08/21/2019,1506.1,1506,1508.1,1497.1,2.10K,-0.01%
08/20/2019,1506.3,1497.6,1509,1494.9,1.60K,0.28%
08/19/2019,1502.1,1513,1513.5,1493.9,1.62K,-0.79%
08/16/2019,1514.1,1524.3,1528.3,1504.8,1.25K,-0.50%
08/15/2019,1521.7,1519.4,1527.6,1509.5,2.35K,0.21%
08/14/2019,1518.5,1502.8,1525.4,1495,3.03K,0.94%
08/13/2019,1504.3,1512.3,1536,1480,6.27K,-0.23%
08/12/2019,1507.7,1499.1,1519.3,1488.8,3.57K,0.61%
08/09/2019,1498.6,1509.2,1509.8,1496.2,2.78K,-0.07%
08/08/2019,1499.7,1502.3,1511.1,1491.9,2.49K,-0.66%
08/07/2019,1509.6,1476.9,1512.4,1475.7,7.32K,2.33%
08/06/2019,1475.2,1472.1,1477.9,1459.3,3.80K,0.51%
08/05/2019,1467.7,1444.9,1473.2,1440.1,4.77K,1.31%
08/02/2019,1448.7,1449.7,1451.5,1434.4,4.02K,1.72%
08/01/2019,1424.2,1413,1450,1403.8,5.69K,-0.34%
07/31/2019,1429.1,1435,1439,1413.8,4.03K,-0.30%
07/30/2019,1433.4,1430.7,1437.5,1426.3,3.55K,0.92%
